order_id,product_id,quantity,unit_price
O300056,P200174,3,141.92
O300057,P200190,1,16.4
O300057,P200000,2,140.11
O300057,P200151,1,138.44
O300057,P200038,1,497.69
O300057,P200074,3,53.14
O300058,P200091,3,63.7
O300058,P200119,2,63.37
O300058,P200069,3,33.69
O300058,P200135,2,27.32
O300058,P200147,2,73.07
O300059,P200007,1,66.75
O300059,P200193,1,40.04
O300059,P200220,2,27.18
O300060,P200168,1,274.91
O300061,P200132,3,107.71
O300061,P200216,1,94.6
O300062,P200158,2,119.51
O300062,P200089,3,37.58
O300062,P200137,3,86.77
O300062,P200037,1,48.84
O300063,P200159,1,21.02
O300064,P200097,1,124.08
O300065,P200209,1,58.49
O300065,P200027,2,27.74
O300066,P200171,3,82.75
O300066,P200153,3,32.5
O300066,P200187,2,275.6
O300066,P200101,1,9.71
O300066,P200210,2,103.71
O300067,P200076,3,74.16
O300067,P200234,3,14.48
O300068,P200148,2,42.65
O300068,P200242,3,77.9
O300068,P200212,2,74.81
O300068,P200062,3,31.53
O300068,P200171,3,95.79
O300069,P200237,1,95.73
O300069,P200124,3,290.17
O300069,P200073,2,176.38
O300069,P200028,1,89.65
O300069,P200033,3,29.0
O300070,P200195,3,29.08
O300070,P200079,3,7.59
O300071,P200078,3,17.55
O300071,P200223,1,42.43
O300072,P200055,2,110.14
O300072,P200202,2,116.29
O300072,P200147,3,78.97
O300072,P200116,2,172.77
O300072,P200161,2,73.47
O300073,P200100,3,31.76
O300073,P200130,3,99.1
O300073,P200216,2,112.29
O300073,P200242,2,83.56
O300074,P200132,1,113.53
O300074,P200139,3,223.88
O300074,P200184,3,114.05
O300074,P200036,1,58.77
O300075,P200176,2,110.2
O300075,P200021,3,72.07
O300075,P200060,3,83.86
O300075,P200187,3,240.95
O300075,P200026,1,118.35
O300076,P200224,2,124.55
O300077,P200076,2,60.43
O300077,P200068,2,18.39
O300078,P200249,3,104.38
O300078,P200152,3,139.95
O300078,P200184,2,91.81
O300078,P200025,3,70.42
O300079,P200237,2,110.69
O300080,P200175,2,13.6
O300080,P200220,1,26.82
O300080,P200013,2,93.28
O300080,P200157,2,57.24
O300080,P200209,2,58.08
O300081,P200031,1,27.26
O300081,P200164,2,122.14
O300081,P200141,2,120.91
O300082,P200139,2,263.26
O300082,P200056,2,104.38
O300083,P200064,1,7.26
O300083,P200081,3,556.1
O300084,P200078,2,14.54
O300085,P200011,3,37.31
O300085,P200161,2,60.1
O300085,P200111,1,35.02
O300086,P200134,2,108.74
O300086,P200149,1,88.22
O300086,P200100,1,35.0
O300086,P200035,2,42.0
O300086,P200055,2,93.84
O300087,P200079,1,7.0
O300088,P200105,1,108.52
O300088,P200202,3,104.27
O300088,P200212,1,66.97
O300089,P200045,3,55.54
O300089,P200099,3,19.08
O300089,P200220,3,29.23
O300089,P200073,2,148.77
O300090,P200157,2,56.87
O300090,P200059,3,28.49
O300090,P200040,1,54.93
O300091,P200091,2,64.67
O300091,P200107,1,38.79
O300091,P200190,2,16.71
O300091,P200038,2,517.71
O300092,P200238,1,29.02
O300092,P200001,1,7.71
O300092,P200105,3,124.22
O300092,P200050,1,37.91
O300093,P200100,2,35.03
O300093,P200062,3,29.66
O300093,P200038,1,540.0
O300093,P200144,2,93.19
O300093,P200194,1,117.27
O300094,P200046,2,10.68
O300094,P200195,1,27.16
O300094,P200117,2,65.33
O300094,P200107,1,47.22
O300095,P200057,3,140.72
O300095,P200002,3,25.67
O300095,P200003,3,121.14
O300095,P200086,1,16.44
O300096,P200023,2,111.14
O300096,P200246,3,112.8
O300097,P200207,2,38.72
O300098,P200123,3,26.71
O300099,P200043,3,32.73
O300100,P200096,3,22.6
O300100,P200185,1,133.79
O300100,P200119,2,76.64
O300100,P200014,3,53.81
O300100,P200240,3,281.67
O300101,P200171,2,84.06
O300102,P200077,1,48.13
O300102,P200073,3,159.41
O300102,P200020,2,126.49
O300103,P200104,2,89.01
O300103,P200022,1,65.15
O300103,P200005,3,24.85
O300103,P200142,1,102.57
O300104,P200205,2,164.02
O300104,P200187,3,227.01
O300104,P200207,1,37.01
O300104,P200209,2,58.11
O300105,P200147,3,72.86
O300106,P200231,3,33.2
O300106,P200083,1,144.96
O300106,P200193,2,34.54
O300106,P200073,3,174.53
O300106,P200067,2,6.07
O300107,P200062,3,29.2
O300107,P200169,3,56.48
O300107,P200242,3,92.65
O300108,P200143,2,12.9
O300109,P200040,1,48.99
O300110,P200224,1,123.07
O300110,P200223,1,37.15
O300110,P200217,1,163.05
O300110,P200038,1,608.39
O300110,P200007,3,60.09
O300111,P200044,2,139.87
O300111,P200151,1,137.64
O300111,P200154,1,226.96
O300111,P200179,1,100.17
O300111,P200207,2,33.32
O300112,P200241,3,104.49
O300112,P200183,2,124.91
O300112,P200094,2,68.22
O300112,P200025,2,74.48
O300113,P200165,2,18.0
O300113,P200018,3,39.35
O300114,P200198,3,330.69
O300114,P200060,3,70.61
O300114,P200003,3,123.42
O300114,P200158,2,141.25
O300114,P200118,1,53.92
O300115,P200112,3,108.39
O300115,P200198,3,285.74
O300116,P200165,1,14.45
O300116,P200240,3,250.1
O300117,P200161,2,74.25
O300117,P200217,1,162.38
O300117,P200229,2,33.16
O300117,P200136,3,157.36
O300118,P200050,3,34.11
O300118,P200234,2,12.85
O300119,P200196,1,34.45
O300119,P200212,3,59.94
O300119,P200084,3,70.96
O300120,P200241,2,107.81
O300120,P200135,1,29.45
O300120,P200203,1,469.26
O300120,P200048,1,21.95
O300121,P200168,2,246.76
O300122,P200181,1,99.6
O300122,P200043,1,29.29
O300122,P200138,3,40.77
O300122,P200020,1,126.85
O300122,P200199,2,288.05
O300123,P200140,3,18.27
O300124,P200111,1,42.81
O300124,P200128,1,55.52
O300124,P200215,1,103.68
O300124,P200147,1,68.05
O300124,P200134,3,88.42
O300125,P200222,1,92.42
O300125,P200084,1,77.78
O300126,P200059,1,27.12
O300126,P200153,2,33.56
O300126,P200001,1,7.64
O300127,P200148,3,42.13
O300127,P200216,1,115.59
O300128,P200245,2,10.57
O300128,P200216,2,92.88
O300128,P200147,1,69.2
O300129,P200054,3,83.78
O300130,P200049,2,34.38
O300131,P200149,3,86.99
O300131,P200073,1,159.22
O300131,P200085,2,23.42
O300132,P200246,1,112.12
O300132,P200133,2,22.08
O300132,P200074,1,56.39
O300132,P200233,2,96.96
O300133,P200103,2,125.5
O300133,P200243,2,70.6
O300133,P200174,1,114.64
O300133,P200247,2,15.25
O300133,P200083,3,128.82
O300134,P200093,2,140.53
O300134,P200124,3,291.08
O300134,P200080,2,33.58
O300134,P200166,1,21.65
O300134,P200083,1,111.78
O300135,P200175,3,16.11
O300135,P200019,1,434.54
O300135,P200011,2,36.64
O300135,P200012,1,77.41
O300135,P200149,3,98.78
O300136,P200214,1,106.46
O300136,P200060,1,69.09
O300136,P200050,1,31.24
O300136,P200092,1,38.24
O300137,P200048,3,20.75
O300137,P200216,1,107.54
O300137,P200078,1,18.5
O300137,P200147,2,76.81
O300138,P200212,1,63.36
O300138,P200176,1,88.84
O300139,P200220,2,29.22
O300139,P200108,3,56.98
O300139,P200234,2,13.96
O300139,P200178,1,8.84
O300139,P200120,2,57.56
O300140,P200181,1,94.71
O300140,P200244,2,42.16
O300140,P200054,3,78.13
O300140,P200221,3,470.84
O300140,P200213,3,15.74
O300141,P200237,3,104.92
O300141,P200016,1,377.53
O300141,P200102,3,112.0
O300142,P200232,1,105.7
O300143,P200125,2,86.39
O300144,P200121,2,34.62
O300144,P200069,2,33.79
O300144,P200167,2,135.91
O300145,P200015,1,136.84
O300145,P200203,3,423.94
O300145,P200157,1,69.83
O300145,P200136,2,132.66
O300146,P200151,1,121.79
O300146,P200065,2,140.48
O300146,P200041,3,133.83
O300147,P200113,2,57.26
O300147,P200242,3,88.21
O300147,P200079,2,7.61
O300147,P200074,1,48.28
O300147,P200186,3,10.63
O300148,P200054,3,89.0
O300148,P200149,3,95.95
O300148,P200005,2,27.62
O300149,P200222,3,94.99
O300149,P200073,2,148.65
O300149,P200084,1,74.91
O300149,P200070,2,16.64
O300150,P200068,1,20.38
O300150,P200091,1,69.73
O300150,P200003,1,114.9
O300150,P200220,2,27.65
O300151,P200063,2,88.49
O300151,P200062,3,31.25
O300151,P200174,2,138.47
O300151,P200088,3,103.5
O300151,P200013,1,94.8
O300152,P200083,2,133.64
O300152,P200043,2,28.9
O300152,P200055,1,94.57
O300152,P200002,2,22.15
O300153,P200024,1,120.01
O300153,P200043,1,31.18
O300153,P200232,2,88.83
O300154,P200087,3,105.44
O300155,P200145,1,118.88
O300155,P200185,3,108.22
O300155,P200223,1,43.43
O300155,P200208,1,13.18
O300156,P200033,1,29.73
O300157,P200059,2,27.18
O300157,P200246,3,105.61
O300158,P200169,2,58.54
O300158,P200183,3,118.61
O300158,P200017,3,134.12
O300159,P200096,3,29.09
O300160,P200180,1,250.78
O300160,P200155,2,120.93
O300160,P200249,1,114.77
O300160,P200021,3,58.99
O300161,P200015,3,121.97
O300161,P200161,1,67.17
O300162,P200081,3,621.73
O300162,P200046,2,11.02
O300162,P200242,3,89.6
O300163,P200075,3,60.23
O300163,P200111,3,39.94
O300164,P200096,1,24.21
O300164,P200125,1,91.32
O300165,P200243,3,71.1
O300165,P200008,2,24.28
O300166,P200054,2,91.02
O300167,P200141,3,112.32
O300168,P200020,1,110.18
O300168,P200211,3,145.01
O300168,P200098,3,119.64
O300168,P200042,1,76.38
O300169,P200014,2,61.57
O300170,P200217,3,145.04
O300170,P200242,3,79.83
O300170,P200147,2,81.68
O300171,P200141,2,105.11
O300172,P200196,1,35.47
O300172,P200144,3,95.18
O300172,P200043,1,34.54
O300173,P200134,1,88.89
O300173,P200190,2,16.16
O300173,P200160,3,41.21
O300173,P200035,1,41.55
O300174,P200071,2,49.84
O300174,P200043,2,36.28
O300174,P200186,2,10.89
O300175,P200102,1,101.8
O300175,P200033,1,27.53
O300175,P200206,2,47.67
O300175,P200168,3,242.69
O300176,P200134,3,105.05
O300176,P200113,1,69.31
O300177,P200040,2,49.36
O300177,P200083,2,140.3
O300177,P200116,1,180.7
O300178,P200009,3,10.13
O300178,P200019,3,430.43
O300179,P200018,1,40.34
O300179,P200003,1,121.49
O300179,P200218,2,104.9
O300180,P200139,3,267.8
O300181,P200241,1,100.17
O300181,P200154,1,229.65
O300182,P200245,1,9.53
O300182,P200249,2,99.29
O300182,P200178,3,10.32
O300182,P200101,2,8.26
O300183,P200083,1,113.72
O300183,P200161,2,72.86
O300183,P200029,1,19.14
O300183,P200012,2,71.93
O300184,P200248,3,5.92
O300184,P200024,2,100.66
O300185,P200017,2,148.29
O300185,P200052,3,103.03
O300186,P200008,3,20.53
O300186,P200243,3,65.83
O300187,P200113,3,64.79
O300187,P200166,1,22.08
O300188,P200109,2,21.8
O300188,P200056,3,95.54
O300188,P200198,3,288.04
O300188,P200207,3,34.39
O300188,P200225,2,9.99
O300189,P200160,3,48.11
O300189,P200126,2,22.27
O300189,P200128,2,54.9
O300189,P200141,3,95.2
O300190,P200028,2,98.87
O300190,P200166,3,20.07
O300191,P200210,1,104.69
O300191,P200205,3,169.27
O300191,P200060,1,69.14
O300192,P200128,2,55.64
O300192,P200196,1,42.84
O300192,P200148,1,38.67
O300193,P200128,2,47.34
O300193,P200174,3,115.79
O300193,P200214,2,105.07
O300194,P200178,2,10.83
O300194,P200063,1,95.19
O300195,P200213,3,15.49
O300195,P200004,3,45.22
O300195,P200059,3,24.15
O300195,P200084,2,77.14
O300195,P200066,3,37.61
O300196,P200150,3,20.01
O300196,P200179,2,83.46
O300197,P200082,1,154.55
O300197,P200040,3,47.45
O300197,P200000,2,141.03
O300198,P200182,3,7.72
O300199,P200235,1,17.85
O300199,P200179,3,100.3
O300199,P200035,1,43.68
O300200,P200223,3,43.15
O300200,P200009,3,10.14
O300200,P200149,1,81.42
O300200,P200086,2,17.49
O300200,P200139,2,257.32
O300201,P200167,3,123.93
O300201,P200176,2,94.52
O300201,P200088,1,121.31
O300201,P200111,2,37.27
O300201,P200123,2,21.89
O300202,P200176,2,104.05
O300202,P200016,1,355.42
O300202,P200085,3,27.18
O300203,P200197,3,429.68
O300204,P200100,3,31.82
O300204,P200083,1,112.28
O300204,P200198,1,264.75
O300204,P200097,3,150.92
O300205,P200007,1,77.16
O300205,P200029,1,19.64
O300205,P200071,1,48.95
O300205,P200234,2,13.05
O300206,P200221,2,443.84
O300206,P200169,1,62.94
O300206,P200156,3,97.55
O300206,P200170,2,50.48
O300206,P200157,1,62.56
O300207,P200037,2,57.82
O300207,P200088,3,112.54
O300207,P200248,3,5.91
O300208,P200014,1,62.57
O300209,P200100,3,29.84
O300209,P200101,1,9.83
O300209,P200138,1,34.63
O300209,P200025,3,66.67
O300209,P200010,2,131.33
O300210,P200138,3,35.3
O300210,P200239,2,46.64
O300210,P200067,2,6.24
O300210,P200001,3,5.97
O300211,P200227,1,35.7
O300211,P200099,3,15.39
O300211,P200118,2,52.02
O300211,P200059,1,29.09
O300211,P200051,2,112.76
O300212,P200013,1,86.1
O300213,P200187,2,220.9
O300213,P200125,1,81.9
O300213,P200105,2,115.84
O300214,P200240,3,263.98
O300214,P200218,2,113.0
O300214,P200168,3,275.73
O300215,P200058,2,73.85
O300215,P200199,1,289.0
O300216,P200064,1,6.48
O300216,P200224,1,127.16
O300216,P200196,2,38.03
O300216,P200217,3,152.66
O300216,P200146,2,13.99
O300217,P200121,2,41.32
O300218,P200151,2,115.12
O300219,P200089,3,37.61
O300219,P200134,1,91.9
O300220,P200214,2,110.04
O300220,P200003,1,122.06
O300220,P200224,2,134.76
O300220,P200145,3,99.46
O300220,P200154,1,283.6
O300221,P200188,3,52.6
O300222,P200180,2,298.04
O300222,P200181,1,99.4
O300222,P200244,1,43.37
O300223,P200217,3,160.33
O300224,P200206,1,45.87
O300224,P200100,1,31.13
O300225,P200201,2,111.45
O300225,P200028,3,83.92
O300225,P200182,2,8.43
O300226,P200089,3,43.67
O300227,P200011,3,36.62
O300227,P200131,3,239.85
O300228,P200048,1,19.53
O300228,P200156,2,89.01
O300228,P200181,3,90.64
O300229,P200120,1,67.57
O300230,P200042,2,73.02
O300230,P200078,3,16.41
O300230,P200067,2,5.76
O300231,P200010,3,143.85
O300231,P200196,3,44.53
O300231,P200041,2,105.36
O300231,P200230,3,108.01
O300232,P200084,3,76.37
O300232,P200150,1,17.78
O300233,P200050,1,38.41
O300234,P200049,1,32.77
O300234,P200081,3,498.5
O300234,P200031,3,31.78
O300235,P200247,3,18.35
O300235,P200171,3,95.82
O300235,P200086,2,17.24
O300235,P200014,3,63.61
O300236,P200125,2,71.39
O300237,P200016,1,362.53
O300237,P200176,2,110.68
O300238,P200086,2,19.9
O300238,P200245,3,10.18
O300238,P200021,3,59.67
O300238,P200235,1,19.09
O300238,P200035,3,36.88
O300239,P200180,2,264.76
O300239,P200008,2,24.79
O300240,P200205,3,153.09
O300240,P200104,1,85.98
O300241,P200039,3,66.24
O300241,P200067,3,6.81
O300241,P200212,2,59.17
O300241,P200153,2,31.96
O300242,P200201,1,105.61
O300242,P200225,2,8.87
O300242,P200096,1,26.73
O300243,P200234,1,13.44
O300243,P200126,2,19.25
O300244,P200222,2,116.11
O300244,P200094,3,65.3
O300244,P200197,1,534.16
O300244,P200216,1,93.14
O300245,P200093,3,150.61
O300246,P200228,1,109.76
O300246,P200085,1,30.16
O300246,P200013,1,95.7
O300246,P200077,3,42.3
O300247,P200080,2,29.04
O300247,P200139,1,281.43
O300248,P200078,2,14.98
O300248,P200015,1,119.6
O300248,P200013,2,92.32
O300248,P200029,2,16.6
O300248,P200091,3,67.66
O300249,P200021,3,58.36
O300249,P200114,2,134.25
O300249,P200136,2,171.06
O300249,P200206,3,47.73
O300250,P200070,2,14.48
O300250,P200212,2,74.01
O300250,P200007,3,77.49
O300250,P200131,1,303.14
O300250,P200095,1,116.06
O300251,P200134,1,94.8
O300252,P200151,1,114.0
O300253,P200228,1,125.73
O300253,P200139,2,224.64
O300253,P200058,2,61.92
O300253,P200074,2,62.02
O300253,P200003,3,109.65
O300254,P200173,2,13.91
O300254,P200032,1,570.15
O300255,P200072,3,43.8
O300255,P200150,1,22.21
O300255,P200137,3,85.6
O300255,P200210,3,85.98
O300255,P200126,1,24.06
O300256,P200222,2,116.2
O300256,P200145,1,122.14
O300256,P200155,2,98.01
O300256,P200012,2,79.66
O300257,P200112,2,105.44
O300257,P200142,2,92.11
O300257,P200195,1,28.61
O300258,P200211,1,131.87
O300259,P200203,3,441.17
O300260,P200090,1,138.61
O300260,P200168,3,283.23
O300260,P200094,1,69.67
O300260,P200017,3,137.37
O300261,P200134,3,99.47
O300262,P200108,1,63.52
O300263,P200180,1,298.81
O300263,P200141,2,95.24
O300264,P200181,3,98.64
O300264,P200009,3,12.04
O300264,P200077,1,48.54
O300264,P200195,3,30.3
O300264,P200240,3,257.23
O300265,P200094,2,71.61
O300265,P200218,1,103.62
O300265,P200020,2,122.36
O300265,P200126,1,22.31
O300266,P200089,3,44.03
O300266,P200003,3,125.14
O300266,P200091,1,58.81
O300266,P200235,1,19.36
O300267,P200018,3,41.96
O300267,P200029,1,17.53
O300267,P200065,1,140.93
O300267,P200002,1,21.51
O300268,P200212,1,72.6
O300268,P200211,1,128.95
O300268,P200002,1,26.38
O300269,P200140,3,22.4
O300269,P200241,2,90.51
O300270,P200218,2,109.66
O300270,P200114,3,106.15
O300270,P200051,1,113.37
O300271,P200009,3,11.22
O300271,P200147,1,72.3
O300271,P200246,2,100.8
O300272,P200115,1,39.46
O300272,P200225,3,10.26
O300272,P200129,3,120.51
O300272,P200124,2,283.2
O300272,P200169,2,64.24
O300273,P200024,3,115.76
O300273,P200123,1,25.92
O300273,P200246,3,89.73
O300273,P200247,3,17.58
O300273,P200171,1,84.7
O300274,P200135,3,29.87
O300274,P200050,1,36.6
O300274,P200244,2,45.72
O300274,P200206,2,47.56
O300275,P200058,2,60.42
O300275,P200121,2,37.06
O300275,P200100,3,28.37
O300275,P200019,2,371.92
O300275,P200207,1,37.42
O300276,P200034,1,97.52
O300276,P200178,3,8.61
O300276,P200025,1,74.4
O300276,P200130,1,105.87
O300276,P200027,2,33.59
O300277,P200195,2,33.4
O300277,P200144,1,85.93
O300277,P200190,2,18.97
O300277,P200107,3,36.02
O300278,P200067,3,5.54
O300278,P200221,3,477.64
O300278,P200123,1,27.51
O300278,P200224,1,113.91
O300278,P200151,2,124.52
O300279,P200057,1,137.71
O300280,P200234,1,14.47
O300281,P200087,2,111.72
O300281,P200197,3,477.12
O300281,P200122,3,62.83
O300282,P200019,3,434.09
O300283,P200185,3,116.86
O300283,P200007,2,65.03
O300284,P200029,3,16.58
O300285,P200034,2,104.0
O300285,P200171,1,100.75
O300285,P200057,2,139.04
O300285,P200043,1,35.89
O300285,P200177,1,29.55
O300286,P200123,1,24.1
O300286,P200188,3,60.47
O300286,P200132,2,117.36
O300286,P200127,3,114.77
O300287,P200194,3,107.4
O300288,P200168,3,260.19
O300288,P200023,1,132.97
O300288,P200201,3,118.29
O300288,P200231,3,33.61
O300289,P200077,1,55.1
O300289,P200183,2,114.57
O300289,P200095,2,135.15
O300289,P200114,3,136.29
O300290,P200160,3,43.75
O300290,P200114,2,130.84
O300291,P200235,3,16.36
O300291,P200174,3,129.24
O300291,P200127,2,128.72
O300291,P200194,1,102.5
O300291,P200049,1,40.2
O300292,P200135,3,28.69
O300292,P200046,3,10.99
O300292,P200194,3,114.21
O300292,P200076,2,70.87
O300292,P200164,2,140.1
O300293,P200089,3,38.96
O300293,P200209,2,61.75
O300293,P200028,3,96.84
O300293,P200162,1,107.8
O300293,P200075,2,60.39
O300294,P200223,3,34.45
O300295,P200217,1,126.84
O300295,P200142,3,102.42
O300295,P200065,2,126.12
O300296,P200246,3,96.45
O300296,P200140,3,21.86
O300296,P200091,3,58.93
O300296,P200189,1,108.02
O300297,P200169,2,61.2
O300297,P200110,2,99.68
O300297,P200128,3,49.65
O300298,P200036,2,47.47
O300298,P200035,1,42.06
O300298,P200225,3,10.18
O300299,P200131,1,235.31
O300299,P200153,2,30.42
O300300,P200079,2,7.45
O300300,P200100,2,28.39
O300300,P200170,1,57.87
O300301,P200062,3,31.06
O300301,P200179,1,82.73
O300301,P200035,1,43.24
O300301,P200226,1,94.8
O300302,P200065,2,139.55
O300303,P200224,2,130.34
O300303,P200230,2,131.37
O300303,P200191,1,7.5
O300303,P200019,2,436.02
O300304,P200154,1,243.18
O300304,P200125,2,90.93
O300304,P200116,2,174.39
O300304,P200164,1,130.66
O300305,P200222,1,113.2
O300306,P200181,1,92.62
O300306,P200019,1,339.55
O300306,P200113,3,69.92
O300306,P200088,3,114.37
O300307,P200015,2,145.68
O300307,P200050,3,31.31
O300307,P200176,1,103.97
O300308,P200226,1,101.71
O300308,P200240,2,276.44
O300309,P200247,3,17.63
O300309,P200199,3,271.24
O300309,P200121,1,35.17
O300310,P200150,3,19.29
O300310,P200175,3,16.48
O300310,P200017,3,129.92
O300311,P200070,1,14.33
O300311,P200231,1,29.81
O300312,P200019,2,425.73
O300312,P200149,1,105.02
O300312,P200179,2,82.06
O300312,P200142,1,93.97
O300313,P200162,1,125.12
O300313,P200081,1,532.82
O300313,P200105,3,115.6
O300313,P200101,3,9.67
O300314,P200137,3,83.04
O300314,P200161,2,57.53
O300315,P200035,2,38.01
O300315,P200049,3,32.8
O300315,P200179,2,82.61
O300316,P200173,3,11.78
O300316,P200233,3,94.65
O300316,P200067,2,5.78
O300316,P200030,2,53.0
O300317,P200008,3,24.75
O300317,P200060,3,78.54
O300317,P200139,1,256.79
O300318,P200218,1,106.12
O300318,P200076,3,65.54
O300318,P200240,2,257.09
O300319,P200167,1,141.76
O300319,P200090,1,124.48
O300319,P200241,2,99.3
O300319,P200008,3,22.89
O300319,P200064,2,5.67
O300320,P200211,1,120.47
O300320,P200131,2,290.83
O300320,P200125,3,74.87
O300320,P200124,1,289.38
O300320,P200021,1,68.62
O300321,P200022,3,56.68
O300321,P200116,3,159.63
O300322,P200009,2,11.86
O300322,P200147,1,74.82
O300322,P200159,1,17.98
O300322,P200207,2,41.81
O300323,P200108,3,66.45
O300323,P200138,2,43.32
O300323,P200161,3,65.14
O300323,P200211,3,142.6
O300323,P200007,1,77.12
O300324,P200192,2,50.62
O300325,P200201,3,116.04
O300325,P200157,2,70.53
O300325,P200200,2,76.6
O300326,P200093,3,167.97
O300326,P200026,1,152.3
O300326,P200060,1,69.63
O300326,P200187,2,280.05
O300327,P200022,1,57.6
O300328,P200084,1,72.6
O300328,P200132,1,117.81
O300329,P200018,2,38.68
O300329,P200163,1,65.46
O300329,P200182,1,9.57
O300329,P200027,3,28.97
O300330,P200187,2,260.02
O300330,P200121,2,42.25
O300330,P200246,1,116.09
O300330,P200150,3,22.57
O300330,P200093,2,151.09
O300331,P200159,2,16.65
O300331,P200060,1,81.92
O300331,P200004,1,43.46
O300331,P200091,3,60.72
